booking_no,branch_code,customer_name,due_date,payment_date,amount_due,amount_paid,status
7772586603049,3001,Customer_999,2025-04-22,,1284000,,UNPAID
3931270366187,8504,Customer_1000,2025-04-05,2025-04-05,1200000,1700000,OVERPAID
3986781987625,8504,Customer_1001,2025-04-09,,1000000,,UNPAID
5874713715469,4002,Customer_1002,2025-03-27,,1284000,,UNPAID
9011124329919,2000,Customer_1003,2025-05-23,2025-05-24,1000000,1000000,PAID
2545447586002,8504,Customer_1004,2025-04-22,2025-04-25,1000000,1000000,PAID
4859693959694,4002,Customer_1005,2025-04-17,,1500000,,UNPAID
5683203177236,2000,Customer_1006,2025-02-05,,1500000,,UNPAID
1915197967651,4002,Customer_1007,2025-05-28,2025-05-29,1000000,1000000,PAID
8651489294332,8504,Customer_1008,2025-05-26,2025-05-26,1200000,1200000,PAID
7547571555593,4002,Customer_1009,2025-04-25,2025-04-25,1200000,1200000,PAID
2671224221766,3001,Customer_1010,2025-02-19,,1200000,,UNPAID
4726816587465,3001,Customer_1011,2025-06-22,2025-06-25,1200000,1700000,OVERPAID
3219292590143,3001,Customer_1012,2025-05-16,,1284000,,UNPAID
4246506764255,2000,Customer_1013,2025-03-25,,1500000,,UNPAID
4432963585886,2000,Customer_1014,2025-04-21,2025-04-24,1200000,1000000,UNDERPAID
1288427914176,2000,Customer_1015,2025-03-26,2025-03-29,1000000,1000000,PAID
4838151807339,8504,Customer_1016,2025-06-14,2025-06-15,1284000,1784000,OVERPAID
1795195835030,4002,Customer_1017,2025-03-09,,1284000,,UNPAID
8058601862018,4002,Customer_1018,2025-04-03,2025-04-03,1284000,1284000,PAID
5931248402860,4002,Customer_1019,2025-03-19,,1284000,,UNPAID
1843778745450,3001,Customer_1020,2025-05-17,2025-05-18,1284000,1284000,PAID
7980379152243,8504,Customer_1021,2025-01-06,2025-01-09,1000000,1000000,PAID
3480850984969,3001,Customer_1022,2025-01-10,,1284000,,UNPAID
7372485743305,2000,Customer_1023,2025-01-31,2025-02-03,1200000,1000000,UNDERPAID
9177666994901,8504,Customer_1024,2025-03-10,,1000000,,UNPAID
3086827025918,2000,Customer_1025,2025-01-17,,1000000,,UNPAID
9870805787453,4002,Customer_1026,2025-02-19,2025-02-20,1284000,1784000,OVERPAID
1244272683591,8504,Customer_1027,2025-02-18,2025-02-21,1200000,1200000,PAID
9087309013330,2000,Customer_1028,2025-06-02,2025-06-03,1500000,1500000,PAID
4194518642179,8504,Customer_1029,2025-02-23,2025-02-24,1284000,1784000,OVERPAID
1425229056515,4002,Customer_1030,2025-06-18,,1500000,,UNPAID
7649860045717,3001,Customer_1031,2025-01-01,2025-01-02,1200000,1000000,UNDERPAID
2257202478878,2000,Customer_1032,2025-02-09,2025-02-09,1000000,800000,UNDERPAID
6900862865803,3001,Customer_1033,2025-04-23,2025-04-24,1284000,1784000,OVERPAID
3046268383072,3001,Customer_1034,2025-03-10,2025-03-10,1500000,1500000,PAID
6223158399012,2000,Customer_1035,2025-02-22,2025-02-25,1000000,800000,UNDERPAID
7440762648702,3001,Customer_1036,2025-04-14,,1200000,,UNPAID
5007991515646,2000,Customer_1037,2025-01-07,2025-01-08,1500000,1500000,PAID
6454107931530,2000,Customer_1038,2025-03-01,2025-03-01,1500000,1300000,UNDERPAID
7257138315022,4002,Customer_1039,2025-05-18,,1284000,,UNPAID
6728676955517,2000,Customer_1040,2025-06-15,,1500000,,UNPAID
7056849919411,2000,Customer_1041,2025-03-29,,1284000,,UNPAID
2767676939296,3001,Customer_1042,2025-01-20,,1000000,,UNPAID
4871314965557,8504,Customer_1043,2025-02-20,2025-02-20,1200000,1000000,UNDERPAID
8000971848863,2000,Customer_1044,2025-06-14,2025-06-15,1500000,1300000,UNDERPAID
3267238148985,2000,Customer_1045,2025-02-20,2025-02-21,1500000,1300000,UNDERPAID
3449461078720,4002,Customer_1046,2025-02-22,2025-02-22,1200000,1000000,UNDERPAID
2402472854672,2000,Customer_1047,2025-01-30,2025-01-31,1500000,2000000,OVERPAID
9407726177173,4002,Customer_1048,2025-05-26,2025-05-29,1200000,1200000,PAID
4705376028790,4002,Customer_1049,2025-01-31,2025-01-31,1500000,1300000,UNDERPAID
9797826743189,2000,Customer_1050,2025-03-13,2025-03-14,1200000,1200000,PAID
8705247646758,4002,Customer_1051,2025-03-16,2025-03-17,1500000,1300000,UNDERPAID
6604272371080,8504,Customer_1052,2025-06-07,2025-06-07,1000000,800000,UNDERPAID
6140900245333,8504,Customer_1053,2025-02-07,2025-02-07,1500000,1500000,PAID
4774509551322,2000,Customer_1054,2025-04-24,2025-04-24,1500000,2000000,OVERPAID
3561877473260,4002,Customer_1055,2025-05-05,2025-05-08,1200000,1700000,OVERPAID
3726962201723,2000,Customer_1056,2025-06-11,,1500000,,UNPAID
2155155505142,2000,Customer_1057,2025-02-22,2025-02-23,1284000,1284000,PAID
4596797191317,4002,Customer_1058,2025-05-10,2025-05-13,1284000,1784000,OVERPAID
3569905922657,2000,Customer_1059,2025-03-01,2025-03-04,1284000,1284000,PAID
9492338804707,3001,Customer_1060,2025-01-12,,1284000,,UNPAID
1941834690456,2000,Customer_1061,2025-02-02,,1200000,,UNPAID
7048215238174,2000,Customer_1062,2025-05-19,2025-05-20,1000000,1500000,OVERPAID
4614172844344,8504,Customer_1063,2025-03-19,,1284000,,UNPAID
6910323044946,3001,Customer_1064,2025-05-13,,1500000,,UNPAID
4597295686246,3001,Customer_1065,2025-03-03,2025-03-06,1200000,1700000,OVERPAID
4840860641859,4002,Customer_1066,2025-04-15,,1500000,,UNPAID
3801577757326,2000,Customer_1067,2025-03-29,2025-03-29,1200000,1000000,UNDERPAID
2241864389374,2000,Customer_1068,2025-01-07,2025-01-08,1500000,2000000,OVERPAID
8135851342047,8504,Customer_1069,2025-05-31,2025-05-31,1284000,1784000,OVERPAID
8715232245490,8504,Customer_1070,2025-03-07,2025-03-10,1500000,2000000,OVERPAID
3584805851709,2000,Customer_1071,2025-03-02,2025-03-03,1200000,1000000,UNDERPAID
5560971045193,4002,Customer_1072,2025-04-01,,1284000,,UNPAID
9360187905607,8504,Customer_1073,2025-02-15,2025-02-15,1000000,1000000,PAID
6273785403921,2000,Customer_1074,2025-06-14,,1000000,,UNPAID
7122556219352,3001,Customer_1075,2025-02-15,2025-02-18,1284000,1284000,PAID
1015588911023,8504,Customer_1076,2025-01-04,2025-01-04,1284000,1084000,UNDERPAID
3045703133942,3001,Customer_1077,2025-02-22,2025-02-22,1284000,1784000,OVERPAID
1831950362921,2000,Customer_1078,2025-03-28,2025-03-28,1500000,2000000,OVERPAID
4681353180525,8504,Customer_1079,2025-05-24,2025-05-24,1500000,1500000,PAID
1402455328479,3001,Customer_1080,2025-04-26,2025-04-26,1284000,1084000,UNDERPAID
8356594315648,2000,Customer_1081,2025-01-31,2025-02-01,1200000,1200000,PAID
5500488059844,3001,Customer_1082,2025-06-02,2025-06-03,1284000,1084000,UNDERPAID
8568787956237,4002,Customer_1083,2025-05-14,,1000000,,UNPAID
6166812944469,4002,Customer_1084,2025-05-20,2025-05-21,1284000,1084000,UNDERPAID
5297645614295,4002,Customer_1085,2025-01-10,2025-01-13,1000000,1500000,OVERPAID
8126893716132,3001,Customer_1086,2025-06-16,2025-06-17,1000000,1000000,PAID
2487442193726,4002,Customer_1087,2025-05-26,2025-05-26,1000000,800000,UNDERPAID
7474496725925,8504,Customer_1088,2025-02-23,2025-02-26,1500000,1300000,UNDERPAID
8605660817423,8504,Customer_1089,2025-05-10,2025-05-11,1500000,2000000,OVERPAID
1646802823156,3001,Customer_1090,2025-02-05,,1500000,,UNPAID
3435769305177,2000,Customer_1091,2025-05-14,2025-05-17,1500000,1500000,PAID
2743336128104,4002,Customer_1092,2025-03-22,2025-03-25,1284000,1084000,UNDERPAID
2699888779406,8504,Customer_1093,2025-01-17,2025-01-18,1500000,2000000,OVERPAID
9951511367003,4002,Customer_1094,2025-01-07,2025-01-08,1000000,800000,UNDERPAID
7547980976693,3001,Customer_1095,2025-03-21,2025-03-21,1200000,1200000,PAID
5388795815213,4002,Customer_1096,2025-06-23,,1000000,,UNPAID
6793788115607,4002,Customer_1097,2025-02-28,,1200000,,UNPAID
7751711219030,4002,Customer_1098,2025-03-13,,1000000,,UNPAID
2557655085351,8504,Customer_1099,2025-04-13,2025-04-14,1000000,1000000,PAID
6866736014028,3001,Customer_1100,2025-02-06,,1500000,,UNPAID
9992419574005,8504,Customer_1101,2025-01-18,2025-01-18,1500000,1500000,PAID
7394968750228,3001,Customer_1102,2025-04-16,2025-04-17,1500000,1500000,PAID
9565307068312,3001,Customer_1103,2025-04-25,2025-04-25,1284000,1284000,PAID
2666582217285,8504,Customer_1104,2025-06-09,2025-06-09,1200000,1700000,OVERPAID
2459791592281,8504,Customer_1105,2025-04-27,2025-04-28,1500000,1300000,UNDERPAID
6339765297087,3001,Customer_1106,2025-03-29,2025-04-01,1000000,1500000,OVERPAID
4494756553947,4002,Customer_1107,2025-02-23,2025-02-23,1284000,1784000,OVERPAID
1232182626785,3001,Customer_1108,2025-05-18,2025-05-18,1200000,1700000,OVERPAID
8390904127737,3001,Customer_1109,2025-02-14,2025-02-14,1200000,1000000,UNDERPAID
6025215202310,8504,Customer_1110,2025-04-23,2025-04-26,1500000,1300000,UNDERPAID
6388343332208,2000,Customer_1111,2025-05-28,2025-05-29,1200000,1700000,OVERPAID
4542282108803,3001,Customer_1112,2025-01-06,2025-01-07,1284000,1284000,PAID
1248731255826,8504,Customer_1113,2025-04-18,,1284000,,UNPAID
5491438043473,3001,Customer_1114,2025-03-15,2025-03-16,1284000,1084000,UNDERPAID
4760372105904,2000,Customer_1115,2025-03-18,2025-03-18,1500000,1500000,PAID
7423986826692,3001,Customer_1116,2025-02-05,2025-02-05,1500000,1500000,PAID
9856826447607,8504,Customer_1117,2025-04-11,2025-04-12,1000000,1500000,OVERPAID
5809691322646,4002,Customer_1118,2025-06-17,2025-06-18,1000000,800000,UNDERPAID
3984939698171,4002,Customer_1119,2025-05-01,2025-05-04,1500000,1300000,UNDERPAID
6488896672493,4002,Customer_1120,2025-02-23,2025-02-24,1500000,1500000,PAID
9658963566764,3001,Customer_1121,2025-04-14,2025-04-17,1500000,2000000,OVERPAID
6630785266825,8504,Customer_1122,2025-01-19,2025-01-22,1284000,1084000,UNDERPAID
5179875611036,8504,Customer_1123,2025-03-26,2025-03-26,1284000,1284000,PAID
3964988536491,8504,Customer_1124,2025-01-05,,1284000,,UNPAID
8845602799169,8504,Customer_1125,2025-04-20,2025-04-23,1000000,800000,UNDERPAID
2052608906172,2000,Customer_1126,2025-06-03,2025-06-06,1000000,1000000,PAID
9466852685038,3001,Customer_1127,2025-05-25,2025-05-25,1200000,1700000,OVERPAID
7286827551065,2000,Customer_1128,2025-01-01,,1200000,,UNPAID
4663595253904,4002,Customer_1129,2025-05-20,2025-05-23,1200000,1200000,PAID
3148368262581,8504,Customer_1130,2025-01-24,2025-01-27,1000000,1000000,PAID
3875880866467,4002,Customer_1131,2025-05-20,2025-05-21,1200000,1200000,PAID
2961944869781,4002,Customer_1132,2025-05-30,2025-06-02,1500000,1500000,PAID
2549344990713,2000,Customer_1133,2025-02-23,2025-02-23,1000000,800000,UNDERPAID
7891463005508,4002,Customer_1134,2025-06-02,2025-06-05,1200000,1700000,OVERPAID
2492585128973,4002,Customer_1135,2025-02-01,2025-02-01,1000000,1500000,OVERPAID
4284280708520,2000,Customer_1136,2025-06-05,,1200000,,UNPAID
6388731187253,8504,Customer_1137,2025-02-01,2025-02-01,1284000,1784000,OVERPAID
8155625923924,4002,Customer_1138,2025-06-03,2025-06-04,1000000,1500000,OVERPAID
6222966562143,4002,Customer_1139,2025-05-19,2025-05-20,1284000,1084000,UNDERPAID
5409200151636,2000,Customer_1140,2025-03-07,2025-03-07,1500000,1300000,UNDERPAID
2376103622774,3001,Customer_1141,2025-05-30,2025-05-31,1000000,1500000,OVERPAID
4575201486585,3001,Customer_1142,2025-01-20,2025-01-21,1000000,800000,UNDERPAID
3542975096991,4002,Customer_1143,2025-01-24,2025-01-27,1500000,1300000,UNDERPAID
5561123889430,8504,Customer_1144,2025-06-08,,1200000,,UNPAID
4842617066401,8504,Customer_1145,2025-05-07,,1000000,,UNPAID
8287381587540,8504,Customer_1146,2025-04-07,,1284000,,UNPAID
5001976288641,8504,Customer_1147,2025-06-25,,1284000,,UNPAID
8519711511086,3001,Customer_1148,2025-01-28,2025-01-29,1000000,800000,UNDERPAID
2282633706356,4002,Customer_1149,2025-05-17,2025-05-17,1284000,1084000,UNDERPAID
8060509444787,4002,Customer_1150,2025-03-27,,1284000,,UNPAID
1948391943525,2000,Customer_1151,2025-01-24,,1284000,,UNPAID
6472882007684,8504,Customer_1152,2025-06-04,,1284000,,UNPAID
9712249549119,3001,Customer_1153,2025-06-24,2025-06-25,1000000,1000000,PAID
7900151884166,4002,Customer_1154,2025-03-14,,1000000,,UNPAID
4316466222956,8504,Customer_1155,2025-02-09,2025-02-12,1000000,1500000,OVERPAID
3493340223610,4002,Customer_1156,2025-04-05,2025-04-08,1500000,1500000,PAID
5686447124427,2000,Customer_1157,2025-02-12,2025-02-12,1284000,1284000,PAID
6622877593110,8504,Customer_1158,2025-03-05,2025-03-06,1000000,1500000,OVERPAID
2520116595544,3001,Customer_1159,2025-02-10,2025-02-13,1284000,1784000,OVERPAID
2222993929502,2000,Customer_1160,2025-05-25,2025-05-25,1500000,1500000,PAID
6092855043397,8504,Customer_1161,2025-04-08,,1000000,,UNPAID
6082101284241,3001,Customer_1162,2025-02-21,2025-02-21,1284000,1784000,OVERPAID
4958507589878,4002,Customer_1163,2025-04-25,2025-04-25,1000000,1500000,OVERPAID
5409939321779,2000,Customer_1164,2025-01-17,2025-01-18,1284000,1284000,PAID
7298353000861,2000,Customer_1165,2025-04-07,,1500000,,UNPAID
6111479182817,4002,Customer_1166,2025-01-11,2025-01-12,1200000,1000000,UNDERPAID
3484969997679,3001,Customer_1167,2025-05-06,,1000000,,UNPAID
4322926817441,8504,Customer_1168,2025-01-02,2025-01-02,1500000,2000000,OVERPAID
8698641554568,4002,Customer_1169,2025-04-26,2025-04-29,1284000,1084000,UNDERPAID
6745887064110,3001,Customer_1170,2025-05-17,,1200000,,UNPAID
6678355020846,3001,Customer_1171,2025-01-21,2025-01-21,1200000,1000000,UNDERPAID
3353953693082,3001,Customer_1172,2025-04-13,2025-04-14,1284000,1084000,UNDERPAID
8907558470472,2000,Customer_1173,2025-02-08,2025-02-08,1000000,1000000,PAID
7227322779004,2000,Customer_1174,2025-05-06,,1000000,,UNPAID
4606849869682,4002,Customer_1175,2025-01-31,2025-01-31,1000000,1000000,PAID
7754118591184,8504,Customer_1176,2025-03-18,2025-03-19,1000000,1000000,PAID
1109600288603,4002,Customer_1177,2025-06-11,2025-06-11,1500000,1300000,UNDERPAID
4921809267660,4002,Customer_1178,2025-05-08,,1500000,,UNPAID
9202925209072,4002,Customer_1179,2025-05-17,2025-05-20,1200000,1000000,UNDERPAID
3768964306452,8504,Customer_1180,2025-05-13,2025-05-16,1000000,800000,UNDERPAID
3217499698018,2000,Customer_1181,2025-03-03,2025-03-03,1500000,1500000,PAID
3344521033614,2000,Customer_1182,2025-05-01,2025-05-01,1284000,1084000,UNDERPAID
1713739987800,2000,Customer_1183,2025-03-21,2025-03-21,1284000,1084000,UNDERPAID
6800585256860,4002,Customer_1184,2025-05-21,2025-05-24,1284000,1784000,OVERPAID
9008975059473,4002,Customer_1185,2025-06-03,2025-06-03,1500000,1500000,PAID
6277497309287,3001,Customer_1186,2025-05-02,2025-05-02,1284000,1084000,UNDERPAID
8710236399116,2000,Customer_1187,2025-04-15,2025-04-15,1284000,1784000,OVERPAID
4537418227615,4002,Customer_1188,2025-04-03,2025-04-03,1000000,800000,UNDERPAID
4363280962728,3001,Customer_1189,2025-05-15,2025-05-18,1200000,1700000,OVERPAID
7627443589252,8504,Customer_1190,2025-04-28,2025-05-01,1200000,1200000,PAID
1851508893374,8504,Customer_1191,2025-01-11,2025-01-14,1500000,1300000,UNDERPAID
3875511773226,4002,Customer_1192,2025-05-20,2025-05-21,1200000,1700000,OVERPAID
2021497665456,2000,Customer_1193,2025-02-15,2025-02-16,1200000,1000000,UNDERPAID
6058588816053,4002,Customer_1194,2025-05-20,2025-05-20,1500000,1300000,UNDERPAID
9286462072152,2000,Customer_1195,2025-04-11,2025-04-11,1000000,800000,UNDERPAID
2482531393909,4002,Customer_1196,2025-06-21,2025-06-24,1000000,800000,UNDERPAID
2326935711838,8504,Customer_1197,2025-02-04,2025-02-04,1000000,1500000,OVERPAID
6694727108205,3001,Customer_1198,2025-05-20,2025-05-20,1000000,1000000,PAID
3693307982327,4002,Customer_1199,2025-06-18,2025-06-19,1284000,1784000,OVERPAID
7920220843773,8504,Customer_1200,2025-04-06,2025-04-06,1500000,1500000,PAID
3795980694154,4002,Customer_1201,2025-04-25,2025-04-26,1200000,1700000,OVERPAID
3109864906411,8504,Customer_1202,2025-02-26,2025-02-27,1000000,800000,UNDERPAID
3747918033773,2000,Customer_1203,2025-02-16,2025-02-19,1500000,2000000,OVERPAID
1428748673842,3001,Customer_1204,2025-01-25,,1284000,,UNPAID
5727786440605,3001,Customer_1205,2025-01-09,,1284000,,UNPAID
3685434260640,3001,Customer_1206,2025-04-23,2025-04-26,1200000,1000000,UNDERPAID
4159723877894,3001,Customer_1207,2025-01-12,2025-01-12,1000000,800000,UNDERPAID
3470489243491,3001,Customer_1208,2025-05-29,2025-05-30,1200000,1200000,PAID
9441111063093,8504,Customer_1209,2025-05-23,,1500000,,UNPAID
6486522015905,3001,Customer_1210,2025-05-23,,1284000,,UNPAID
4664890764313,2000,Customer_1211,2025-02-24,2025-02-24,1284000,1784000,OVERPAID
3096999629051,8504,Customer_1212,2025-02-05,2025-02-06,1200000,1700000,OVERPAID
9608996681760,2000,Customer_1213,2025-06-17,2025-06-18,1000000,800000,UNDERPAID
8265939890948,3001,Customer_1214,2025-05-22,2025-05-25,1500000,2000000,OVERPAID
1215102277188,8504,Customer_1215,2025-03-04,2025-03-07,1000000,1000000,PAID
7264346212100,3001,Customer_1216,2025-02-12,2025-02-13,1284000,1284000,PAID
8708617082412,8504,Customer_1217,2025-05-27,2025-05-30,1200000,1700000,OVERPAID
4040795508034,2000,Customer_1218,2025-01-03,2025-01-06,1000000,1500000,OVERPAID
9082650864607,8504,Customer_1219,2025-01-06,,1000000,,UNPAID
5823546430664,2000,Customer_1220,2025-06-25,2025-06-25,1000000,1000000,PAID
1986196224725,3001,Customer_1221,2025-06-03,,1000000,,UNPAID
7738894725405,4002,Customer_1222,2025-03-18,2025-03-19,1284000,1084000,UNDERPAID
5009775646738,2000,Customer_1223,2025-06-30,2025-07-03,1200000,1000000,UNDERPAID
7732136385992,8504,Customer_1224,2025-05-22,2025-05-25,1284000,1084000,UNDERPAID
8622899850431,8504,Customer_1225,2025-04-06,,1500000,,UNPAID
2263706603724,4002,Customer_1226,2025-04-12,,1500000,,UNPAID
3243281943702,4002,Customer_1227,2025-03-29,2025-03-30,1200000,1000000,UNDERPAID
9351701409780,4002,Customer_1228,2025-02-13,2025-02-16,1000000,800000,UNDERPAID
5617558122785,3001,Customer_1229,2025-05-09,,1000000,,UNPAID
2825698890870,8504,Customer_1230,2025-05-09,2025-05-12,1500000,1300000,UNDERPAID
7291338232105,8504,Customer_1231,2025-01-13,,1000000,,UNPAID
5512140325652,4002,Customer_1232,2025-04-15,2025-04-15,1500000,2000000,OVERPAID
8126980375242,2000,Customer_1233,2025-04-19,,1500000,,UNPAID
3779392631580,2000,Customer_1234,2025-06-24,2025-06-24,1000000,1000000,PAID
6286859089957,3001,Customer_1235,2025-05-29,2025-05-29,1500000,1300000,UNDERPAID
1052716026713,4002,Customer_1236,2025-05-29,,1284000,,UNPAID
3112212394120,4002,Customer_1237,2025-03-29,2025-03-29,1200000,1700000,OVERPAID
5018860589669,3001,Customer_1238,2025-06-06,2025-06-07,1200000,1200000,PAID
6892475126281,4002,Customer_1239,2025-02-04,2025-02-05,1200000,1700000,OVERPAID
7329985876093,8504,Customer_1240,2025-06-17,2025-06-17,1284000,1284000,PAID
3653525351253,3001,Customer_1241,2025-01-29,2025-02-01,1000000,1000000,PAID
7911966067158,2000,Customer_1242,2025-05-10,2025-05-10,1000000,800000,UNDERPAID
3687942454088,8504,Customer_1243,2025-05-07,2025-05-07,1000000,1500000,OVERPAID
1686463861678,3001,Customer_1244,2025-05-24,2025-05-24,1500000,1300000,UNDERPAID
3810170549860,8504,Customer_1245,2025-05-03,2025-05-06,1200000,1200000,PAID
1321941424599,4002,Customer_1246,2025-04-01,2025-04-01,1500000,1500000,PAID
2344476768023,8504,Customer_1247,2025-03-12,2025-03-13,1500000,2000000,OVERPAID
3059529673598,3001,Customer_1248,2025-06-25,2025-06-26,1200000,1700000,OVERPAID
8529130462048,8504,Customer_1249,2025-01-23,2025-01-24,1500000,1300000,UNDERPAID
3835134819871,4002,Customer_1250,2025-01-20,2025-01-23,1500000,1300000,UNDERPAID
1524298358981,8504,Customer_1251,2025-04-18,2025-04-18,1500000,1300000,UNDERPAID
6445491003656,3001,Customer_1252,2025-02-18,2025-02-19,1284000,1284000,PAID
8104760191300,3001,Customer_1253,2025-06-19,2025-06-20,1000000,800000,UNDERPAID
5175358260313,3001,Customer_1254,2025-04-19,2025-04-20,1000000,800000,UNDERPAID
1036728909620,2000,Customer_1255,2025-05-22,2025-05-22,1500000,1500000,PAID
1627276535629,2000,Customer_1256,2025-02-26,,1500000,,UNPAID
4659413161068,8504,Customer_1257,2025-04-21,2025-04-22,1000000,1000000,PAID
4110768003106,4002,Customer_1258,2025-02-08,2025-02-08,1000000,800000,UNDERPAID
6656334120002,3001,Customer_1259,2025-01-15,2025-01-18,1000000,1000000,PAID
3854580109808,2000,Customer_1260,2025-05-23,,1200000,,UNPAID
1684499232395,8504,Customer_1261,2025-06-25,2025-06-28,1500000,1500000,PAID
2600176674055,2000,Customer_1262,2025-01-25,2025-01-26,1000000,1000000,PAID
1389916451852,2000,Customer_1263,2025-04-25,2025-04-26,1200000,1200000,PAID
4826967372775,2000,Customer_1264,2025-06-26,2025-06-29,1000000,800000,UNDERPAID
7917609304333,2000,Customer_1265,2025-03-02,,1000000,,UNPAID
1927235261963,8504,Customer_1266,2025-05-09,2025-05-09,1000000,800000,UNDERPAID
3580120345285,3001,Customer_1267,2025-06-23,2025-06-23,1284000,1084000,UNDERPAID
